Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-07-29,Deadpool & Wolverine,2024,https://boxd.it/6Z433d,3.5,,"date night, amc a-list",2024-07-28
2024-08-02,Deadpool & Wolverine,2024,https://boxd.it/70IScz,3.5,Yes,amc a-list,2024-08-01
2024-08-08,The Ministry of Ungentlemanly Warfare,2024,https://boxd.it/73kNXJ,3.5,Yes,,2024-08-07
2024-08-11,The Incredibles,2004,https://boxd.it/74vUSR,4.5,Yes,,2024-08-10
2024-08-16,Rise of the Planet of the Apes,2011,https://boxd.it/76U7Gv,3.5,Yes,,2024-08-16
2024-08-24,Lincoln,2012,https://boxd.it/7azt7B,4.5,Yes,date night,2024-08-23
2024-09-02,Crazy Rich Asians,2018,https://boxd.it/7eQpHb,4,Yes,,2024-09-01
2024-09-15,Robin Hood: Men in Tights,1993,https://boxd.it/7klRGR,3.5,,,2024-09-14
2024-09-15,Just Go with It,2011,https://boxd.it/7koGyN,3,,,2024-09-14
2024-09-15,The Big Year,2011,https://boxd.it/7ksxW5,3,,,2024-09-14
2024-09-16,Free Guy,2021,https://boxd.it/7l88Gv,4,Yes,,2024-09-15
2024-09-23,Friends with Benefits,2011,https://boxd.it/7og04B,3,,,2024-09-22
2024-09-30,Megalopolis,2024,https://boxd.it/7rhbk5,3,,"amc a-list, date night",2024-09-29
2024-10-05,The Truman Show,1998,https://boxd.it/7tsmch,5,Yes,,2024-10-04
2024-10-06,We Live in Time,2024,https://boxd.it/7u0Gpj,4,,date night,2024-10-05
2024-10-07,Game Night,2018,https://boxd.it/7uEKmt,3.5,Yes,,2024-10-06
2024-10-08,Joker: Folie à Deux,2024,https://boxd.it/7v8Swr,2.5,,amc a-list,2024-10-07
2024-10-12,Transformers One,2024,https://boxd.it/7wP4Yb,3.5,,amc a-list,2024-10-11
2024-10-14,Wolfs,2024,https://boxd.it/7y1crx,3.5,,,2024-10-13
2024-10-14,Hot Fuzz,2007,https://boxd.it/7y5Kqr,4.5,Yes,,2024-10-13
2024-10-15,The Wild Robot,2024,https://boxd.it/7yxR9X,4.5,,"amc a-list, date night",2024-10-14
2024-10-19,Saturday Night,2024,https://boxd.it/7AqmMX,4,,amc a-list,2024-10-18
2024-10-22,Your Monster,2024,https://boxd.it/7CamRp,3,,amc a-list,2024-10-21
2024-10-27,The Batman,2022,https://boxd.it/7ErscJ,4.5,Yes,,2024-10-26
2024-10-27,E.T. the Extra-Terrestrial,1982,https://boxd.it/7EyntT,5,Yes,,2024-10-26
2024-10-27,Knives Out,2019,https://boxd.it/7EDhHF,4.5,Yes,,2024-10-26
2024-11-01,Shaun of the Dead,2004,https://boxd.it/7He5aV,4,Yes,,2024-10-31
2024-11-02,The Big Lebowski,1998,https://boxd.it/7HS2XF,5,,,2024-11-01
2024-11-03,Juror #2,2024,https://boxd.it/7IglfZ,3.5,,amc a-list,2024-11-02
2024-11-03,John Wick: Chapter 2,2017,https://boxd.it/7IpGzT,4,,,2024-11-02
2024-11-03,10 Cloverfield Lane,2016,https://boxd.it/7IuZKh,4,,,2024-11-02
2024-11-04,Memento,2000,https://boxd.it/7J9ZS3,4,,,2024-11-03
2024-11-10,Anora,2024,https://boxd.it/7LTqyH,4.5,,amc a-list,2024-11-09
2024-11-19,A Real Pain,2024,https://boxd.it/7QvzPf,4,,amc a-list,2024-11-18
2024-11-26,Gladiator,2000,https://boxd.it/7U3oTZ,4.5,,,2024-11-25
2024-11-28,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/7V23OV,4.5,Yes,,2024-11-27
2024-11-30,Gladiator II,2024,https://boxd.it/7VVOyv,3.5,,,2024-11-29
2024-12-08,Interstellar,2014,https://boxd.it/7ZVYSr,5,Yes,"date night, amc a-list",2024-12-07
2024-12-09,Y2K,2024,https://boxd.it/80dYFj,3.5,,amc a-list,2024-12-08
2024-11-28,The Secret Life of Walter Mitty,2013,https://boxd.it/7V57qf,4.5,Yes,,2024-12-19
2024-12-21,The Holdovers,2023,https://boxd.it/86ObnD,4.5,Yes,,2024-12-20
2024-12-23,Star Wars,1977,https://boxd.it/88biEr,5,Yes,,2024-12-22
2024-12-24,It's a Wonderful Life,1946,https://boxd.it/88Wwpp,5,Yes,,2024-12-23
2024-12-25,The Polar Express,2004,https://boxd.it/89Cr3R,4,Yes,,2024-12-24
2024-12-25,Carry-On,2024,https://boxd.it/89Itkd,2.5,,,2024-12-24
2024-12-26,The Santa Clause,1994,https://boxd.it/8abt43,3.5,Yes,,2024-12-25
2024-12-26,Santa Claus Is Comin' to Town,1970,https://boxd.it/8aijXh,,Yes,,2024-12-25
2024-12-28,Sonic the Hedgehog 3,2024,https://boxd.it/8ccyx5,3.5,,,2024-12-27
2024-12-29,About Time,2013,https://boxd.it/8d8OZ1,5,Yes,,2024-12-28
2025-01-02,A Complete Unknown,2024,https://boxd.it/8grmq3,4,,"date night, amc a-list",2025-01-01
2025-01-05,The Lord of the Rings: The War of the Rohirrim,2024,https://boxd.it/8jBJ5f,3,,amc a-list,2025-01-04
2025-01-05,Mission: Impossible III,2006,https://boxd.it/8jWSjd,4,Yes,,2025-01-04
2025-01-05,Nosferatu,2024,https://boxd.it/8k9Ahp,4,,amc a-list,2025-01-04
2025-01-12,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/8r2XIH,3.5,Yes,,2025-01-11
2025-01-12,Mission: Impossible – Rogue Nation,2015,https://boxd.it/8renuD,4.5,Yes,,2025-01-11
2025-01-20,Thor: Ragnarok,2017,https://boxd.it/8xp8eV,4,Yes,,2025-01-19
2025-01-20,Mission: Impossible – Fallout,2018,https://boxd.it/8xBEa1,4.5,,,2025-01-19
2025-01-23,The Brutalist,2024,https://boxd.it/8A5QP9,3.5,,"afi silver, 70mm",2025-01-22
2025-01-27,A Real Pain,2024,https://boxd.it/8CHeg5,4,Yes,,2025-01-25
2025-01-30,Presence,2024,https://boxd.it/8FqfJF,4,,amc a-list,2025-01-29
2025-02-03,Paddington,2014,https://boxd.it/8IoP1n,3.5,,,2025-02-02
2025-02-03,Paddington 2,2017,https://boxd.it/8IuDDV,4.5,,,2025-02-02
2025-02-09,Everything Everywhere All at Once,2022,https://boxd.it/8Md6d3,5,Yes,,2025-02-08
2025-02-09,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/8Mj7jN,4,,,2025-02-08
2025-02-11,Love Hurts,2025,https://boxd.it/8NG9gr,2.5,,"amc a-list, date night",2025-02-10
2025-02-14,Captain America: Brave New World,2025,https://boxd.it/8Pk3oX,2.5,,"date night, amc a-list",2025-02-13
2025-02-17,The Gorge,2025,https://boxd.it/8RAvsN,3,,,2025-02-16
2025-02-22,Paddington in Peru,2024,https://boxd.it/8UD0YL,4,,"date night, alamo",2025-02-21
2025-02-23,Meet the Parents,2000,https://boxd.it/8VrVut,3.5,,,2025-02-22
2025-02-24,Meet the Fockers,2004,https://boxd.it/8WdUXF,3,,,2025-02-23
2025-03-10,Mickey 17,2025,https://boxd.it/94YlnD,2.5,,"amc a-list, date night",2025-03-09
2025-03-18,Inglourious Basterds,2009,https://boxd.it/99DahH,5,Yes,,2025-03-15
2025-03-18,Novocaine,2025,https://boxd.it/99XZNp,3.5,,"amc a-list, date night",2025-03-17
2025-03-23,Interstellar,2014,https://boxd.it/9cFKov,5,Yes,,2025-03-21
2025-03-23,Palm Springs,2020,https://boxd.it/9cFIAf,4,Yes,,2025-03-22
2025-04-01,Princess Mononoke,1997,https://boxd.it/9hVN4b,4.5,,amc a-list,2025-03-31
2025-04-03,Black Bag,2025,https://boxd.it/9iQmnf,4,,amc a-list,2025-04-02
2025-04-05,Top Gun,1986,https://boxd.it/9jEGU9,4,Yes,,2025-04-04
2025-04-06,The Amateur,2025,https://boxd.it/9kvIxn,3,,"amc a-list, date night",2025-04-05
2025-04-12,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/9nPPTR,4,Yes,,2025-04-11
2025-04-14,Good Will Hunting,1997,https://boxd.it/9oT5Sv,4,,,2025-04-13
2025-04-15,The King of Kings,2025,https://boxd.it/9pGju1,3,,"amc a-list, date night",2025-04-14
2025-04-16,Warfare,2025,https://boxd.it/9qeOml,4.5,,amc a-list,2025-04-15
2025-04-19,Rope,1948,https://boxd.it/9s6eOF,4,,,2025-04-18
2025-04-21,The Prince of Egypt,1998,https://boxd.it/9tua3d,5,Yes,,2025-04-20
2025-04-22,Sinners,2025,https://boxd.it/9ua587,5,,"amc a-list, date night",2025-04-21
2025-05-01,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/9zdQ9d,4,Yes,"amc a-list, date night",2025-04-30
2025-05-03,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/9ArTId,4.5,Yes,,2025-05-02
2025-05-04,Thunderbolts*,2025,https://boxd.it/9AXVN9,4,,"amc a-list, date night",2025-05-03
2025-05-04,Anora,2024,https://boxd.it/9B9CnP,4.5,Yes,criterion collection,2025-05-03
2025-05-05,Space: The New Frontier,2024,https://boxd.it/9BEsXb,,,smithsonian,2025-05-04
2025-05-05,The Empire Strikes Back,1980,https://boxd.it/9BRTPp,5,Yes,,2025-05-04
2025-05-10,Conclave,2024,https://boxd.it/9EuAdd,3,,,2025-05-09
2025-05-11,Baby Driver,2017,https://boxd.it/9F7eqd,4.5,Yes,,2025-05-10
2025-05-12,Thunderbolts*,2025,https://boxd.it/9FL9vn,4,Yes,,2025-05-11
2025-05-17,Twister,1996,https://boxd.it/9IoaMF,3.5,Yes,,2025-05-16
2025-05-18,Twisters,2024,https://boxd.it/9ILtJr,4,Yes,,2025-05-17
2025-05-18,Top Gun: Maverick,2022,https://boxd.it/9J28Ez,5,Yes,,2025-05-17
2025-05-19,Jurassic Park,1993,https://boxd.it/9JLArX,5,Yes,,2025-05-18
2025-05-24,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9MxbZ5,4,,"amc a-list, date night",2025-05-23
2025-05-25,Friendship,2024,https://boxd.it/9MXerR,3.5,,"date night, amc a-list",2025-05-24
2025-05-25,Fountain of Youth,2025,https://boxd.it/9Ni33r,2,,,2025-05-24
2025-05-26,"Crazy, Stupid, Love.",2011,https://boxd.it/9O422D,3,,,2025-05-25
2025-05-27,Lilo & Stitch,2025,https://boxd.it/9OuMSn,3.5,,"amc a-list, date night",2025-05-26
2025-05-27,Fury,2014,https://boxd.it/9OHqqn,4,Yes,,2025-05-26
2025-05-27,Hacksaw Ridge,2016,https://boxd.it/9OMJCH,4.5,Yes,,2025-05-26
2025-05-31,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9R2mGr,4,Yes,"date night, smithsonian",2025-05-30
2025-06-07,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/9VhNUV,4,,,2025-06-06
2025-06-07,Saving Private Ryan,1998,https://boxd.it/9VonuL,5,Yes,,2025-06-06
2025-06-08,The Phoenician Scheme,2025,https://boxd.it/9VZOAl,4,,"amc a-list, date night",2025-06-07
2025-06-09,Ballerina,2025,https://boxd.it/9WLBwr,3.5,,amc a-list,2025-06-08
2025-06-14,Past Lives,2023,https://boxd.it/9ZJGON,4,,,2025-06-13
2025-06-15,Materialists,2025,https://boxd.it/a09Z0z,3,,"date night, amc a-list",2025-06-14
2025-06-15,Super 8,2011,https://boxd.it/a0rAGh,3.5,Yes,,2025-06-14
2025-06-16,Casablanca,1942,https://boxd.it/a1dLu3,5,,,2025-06-15
2025-06-22,Ocean's Eleven,2001,https://boxd.it/a4KVPX,4.5,,,2025-06-21
2025-06-22,Ocean's Twelve,2004,https://boxd.it/a4Vv6J,3.5,,,2025-06-21
2025-06-23,Jaws,1975,https://boxd.it/a5yoQD,5,Yes,,2025-06-22
2025-06-23,Return of the Jedi,1983,https://boxd.it/a5K0Rh,5,Yes,,2025-06-22
2025-06-24,F1,2025,https://boxd.it/a6qocB,,,"amc a-list, date night",2025-06-23
2025-06-25,28 Years Later,2025,https://boxd.it/a73ZRT,4,,"amc a-list, date night",2025-06-24
2025-07-04,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/acEDDT,5,Yes,,2025-07-03
2025-07-05,Captain America: The Winter Soldier,2014,https://boxd.it/adBEw3,4.5,Yes,,2025-07-04
2025-07-06,Grown Ups,2010,https://boxd.it/aejML9,3,Yes,,2025-07-05
2025-07-09,Jurassic World Rebirth,2025,https://boxd.it/agBGmB,3,,"amc a-list, date night",2025-07-08
2025-07-12,Superman,2025,https://boxd.it/aiIufb,4,,"amc a-list, date night",2025-07-11
2025-07-14,Superman,2025,https://boxd.it/ak3PjJ,4,Yes,,2025-07-13
2025-07-19,Tenet,2020,https://boxd.it/ao3Y5x,5,Yes,,2025-07-18
2025-07-20,Eddington,2025,https://boxd.it/aoJ1Df,3.5,,"amc a-list, date night",2025-07-19
2025-07-27,The Fantastic Four: First Steps,2025,https://boxd.it/auBVCF,3.5,,,2025-07-26
2025-07-28,Happy Gilmore,1996,https://boxd.it/avrnIX,3.5,Yes,,2025-07-27
2025-07-28,Happy Gilmore 2,2025,https://boxd.it/avxUVd,3,,,2025-07-27
