Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-05-06,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4dgE1T,4.5,,The 3 parts of Guardians are special and unaffected by what Marvel has become. What a ride. Thank you James Gunn.,,2023-05-05
2023-05-20,Fast X,2023,https://boxd.it/4gDNNv,3,,"Hahaha!

The Fast Saga is a guilty pleasure I share with my Dad so naturally I went with him. First part of finale absolutely delivered on all of the tropes with stupid one-liners, inside jokes, the typical retcons, and absolutely ridiculous twists. All blended up with super hero and <b>family</b> drama.

I gotta get this out there: Jason Mamoa does an excellent Joker. Words I never thought I’d say.",,2023-05-19
2023-06-03,Sisu,2022,https://boxd.it/4ke5WT,2,,"Comparing this movie to John Wick feels like an insult. 

Yeah it has the action and violence similar to John Wick, although the editing and pacing feels off. It has none of the heart or depth of the protagonists back story.

Might have enjoyed it more in theaters but at home it’s a skip. ",,2023-06-02
2023-06-12,Spy Kids 3-D: Game Over,2003,https://boxd.it/4mLLdb,,,"Rewatched in 3D for the first time since theaters, 20 years ago. What an absolute trip.

https://i.imgur.com/yGFt4oT.jpg",,2023-06-11
2023-06-17,Lisa: Steve Jobs’ sabotage and Apple’s secret burial,2023,https://boxd.it/4nSfll,1,,Honestly embarrassing how much of the background information this got wrong in the first few minutes. Remember when the Verge was great?,,2023-06-16
2023-06-25,Asteroid City,2023,https://boxd.it/4qkjDn,2.5,,"Wes lost the plot and told us repeatedly in the film. Despite this, I had fun. Pretty film. Enjoyed the typical antics he delivers. 


Edit: hear me out. The Margot Robbie scene was amazing. If we remove all the previous 4th wall/BTS scenes and that was the only break in the reality of the story, imagine the impact it would have had. I’m going to take a stab at an edit when it releases for home video and see if that version works better.",,2023-06-24
2023-07-01,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/4rXGFD,2,,"Wait, did ChatGPT do the rewrites?",,2023-06-30
2023-07-14,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4w02VN,4,,"Kojima will rave about this movie.

Also happy that, despite Abrams not being involved, his lens flares remain ever so present. ",,2023-07-13
2023-08-12,Utah Beach - Victory in the Sand,2012,https://boxd.it/4Gu0Ft,,,~15 minute breakdown of the events before and during D-Day at Utah Beach. Great addition to the Utah Beach Landing Museum and has showings in English and French,,2023-08-12
2023-09-22,Doom,2005,https://boxd.it/4SEXIJ,2.5,,"Keeping in mind that this is based on Doom 3, despite its flaws I enjoyed watching this one on Netflix - Maybe even more than playing the third game.",,2023-09-21
2023-09-30,The Creator,2023,https://boxd.it/4UYKDf,3,,"We love an original Sci-fi film. This movie had a lot of great ideas and incredible visuals. It has a lot going for it especially in IMAX. The story and plot were a bit much.

Was torn on 2.5 or 3. Definitely want to give it a 3 because the movie was solid in a lot of ways but it’s probably not something I’ll revisit any time soon. 

Also, did Larry Page fund this movie? Did Bard write this as a propaganda piece?",,2023-09-29
2023-10-03,Gran Turismo,2023,https://boxd.it/4W76ff,4,,"I don't know if it's because I had super low expectations going into this or what... but this one surprised me.

Side note: I now want a PS5.",,2023-10-02
2023-11-05,Charlie and the Chocolate Factory,2005,https://boxd.it/579Ip1,3,,Had the sudden urge to watch this around Halloween. Stranger than ever.,,2023-11-04
2023-12-23,Rebel Moon – Part One: A Child of Fire,2023,https://boxd.it/5nrgpR,1,,Honestly didn't finish it. The first 35 minutes were just a shallow retelling of A Bug's Life (not kidding). Beyond that I got so bored I turned it off. ,,2023-12-22
2024-01-07,Get a Horse!,2013,https://boxd.it/5wxQsb,4,,Disney Animation Studios was truly magical under John Lasseter. Fantastic idea and execution as a pre-film short. ,,2024-01-06
2024-01-19,Edge of Tomorrow,2014,https://boxd.it/5DaPGj,4,Yes,"Starting out, we see Major Cage reject his duty to stand by his men in order to protect himself. Throughout the movie you see him putting in the time in the lower ranks, training and learning, until he no longer cares about his title or rank. I found this aspect really interesting during this watch through. 
",,2024-01-18
2024-02-11,The Lord of the Rings: The Return of the King,2003,https://boxd.it/5O3kyD,5,Yes,First time watching the Extended Edition. bonus: it was in a nearly-full Seattle Cinerama.,,2024-02-10
2024-03-07,Masters of the Air,2024,https://boxd.it/5ZM0VL,4.5,,"I know it isn’t over yet, but so far it’s fantastic and I don’t see my rating changing. ",,2024-03-06
2024-03-20,Shōgun,2024,https://boxd.it/65PcyJ,,,"Not rating this yet, as we're only about half way through. Objectively, it feels like a TV show in a lot of ways although it has its cinematic moments. That being said, I can't stop thinking about this mini series. I really can't believe Disney/FX has pulled this off to this degree. 
Stellar cast, performances, action, humor... I could list so many positive aspects to Shogun. I will update with a rating after watching episode 10. 

I expect the rating will be between 4-5.",,2024-03-19
2024-03-31,True Lies,1994,https://boxd.it/6aNxh1,4,Yes,'I married Rambo',,2024-03-30
2024-07-27,Deadpool & Wolverine,2024,https://boxd.it/6Y9NmL,3.5,,"“Welcome to the MCU. You’re kinda joining at a low point”

The Avengers of pre-MCU Marvel and they didn’t forget the Shawarma. ",,2024-07-26
2024-08-27,Hideo Kojima: Connecting Worlds,2023,https://boxd.it/7cdMH3,3.5,,"""For me, films are the sun. It's like plant photosynthesis with sunbeams. I want to receive its beams to stimulate my cells and to inspire new creations."" - Hideo Kojima",,2024-08-26
2024-10-03,Elvis,2022,https://boxd.it/7sEkFh,4,Yes,Bumping up from 3.5 to 4. Austin Butler is the king. Pun intended. ,,2024-10-02
2024-10-07,Megalopolis,2024,https://boxd.it/7uw8Jj,2.5,,"A cult classic is born.

Looking forward to the alternate cuts that I predict will be released.",,2024-10-06
2025-03-29,Rainier: A Beer Odyssey,2024,https://boxd.it/9g53uz,4,,"An incredible and rare look at the mad men era and beyond of the Seattle advertising landscape—Following Heckler Associates and using Rainier beer as its primary case study this film explores how it became a Washington icon alongside Starbucks and other iconic brands that were also clients of the agency.

The film makers found all the tapes of the shoots and plenty of behind the scenes footage at the Washington state historical society. They assembled and restored the films and assembled a fantastic documentary. ",,2025-03-28
2025-07-20,Friendship,2024,https://boxd.it/ap1lIZ,2,,What a fever dream. ,,2025-07-19
